yop_kodu,year,universite,tercih_sayisi,university_type
201490082,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,3,vakif
201490082,2025,KAPADOKYA ÜNİVERSİTESİ,1,vakif
201410189,2025,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,3,devlet
201410189,2025,ALTINBAŞ ÜNİVERSİTESİ,3,devlet
201410189,2025,ANKARA BİLİM ÜNİVERSİTESİ,1,devlet
201410189,2025,BAHÇEŞEHİR ÜNİVERSİTESİ,3,devlet
201410189,2025,BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ,1,devlet
201410189,2025,BİRUNİ ÜNİVERSİTESİ,9,devlet
201410189,2025,DOĞUŞ ÜNİVERSİTESİ,1,devlet
201410189,2025,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,74,devlet
201410189,2025,HALİÇ ÜNİVERSİTESİ,3,devlet
201410189,2025,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,5,devlet
201410189,2025,İSTANBUL AREL ÜNİVERSİTESİ,8,devlet
201410189,2025,İSTANBUL ATLAS ÜNİVERSİTESİ,8,devlet
201410189,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,4,devlet
201410189,2025,İSTANBUL BEYKENT ÜNİVERSİTESİ,6,devlet
201410189,2025,İSTANBUL BİLGİ ÜNİVERSİTESİ,1,devlet
201410189,2025,İSTANBUL GALATA ÜNİVERSİTESİ,2,devlet
201410189,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,1,devlet
201410189,2025,İSTANBUL GELİŞİM ÜNİVERSİTESİ,4,devlet
201410189,2025,İSTANBUL KENT ÜNİVERSİTESİ,1,devlet
201410189,2025,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,5,devlet
201410189,2025,İSTANBUL MEDİPOL ÜNİVERSİTESİ,4,devlet
201410189,2025,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,1,devlet
201410189,2025,İSTANBUL RUMELİ ÜNİVERSİTESİ,2,devlet
201410189,2025,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,12,devlet
201410189,2025,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,11,devlet
201410189,2025,İSTANBUL TİCARET ÜNİVERSİTESİ,22,devlet
201410189,2025,İSTANBUL TOPKAPI ÜNİVERSİTESİ,12,devlet
201410189,2025,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,1,devlet
201410189,2025,İSTİNYE ÜNİVERSİTESİ,6,devlet
201410189,2025,İZMİR EKONOMİ ÜNİVERSİTESİ,1,devlet
201410189,2025,İZMİR TINAZTEPE ÜNİVERSİTESİ,1,devlet
201410189,2025,KTO KARATAY ÜNİVERSİTESİ,1,devlet
201410189,2025,MALTEPE ÜNİVERSİTESİ,2,devlet
201410189,2025,MEF ÜNİVERSİTESİ,3,devlet
201410189,2025,SABANCI ÜNİVERSİTESİ,1,devlet
201410189,2025,ÜSKÜDAR ÜNİVERSİTESİ,12,devlet
201410189,2025,AFYON KOCATEPE ÜNİVERSİTESİ,2,vakif
201410189,2025,AMASYA ÜNİVERSİTESİ,1,vakif
201410189,2025,ANKARA ÜNİVERSİTESİ,1,vakif
201410189,2025,BALIKESİR ÜNİVERSİTESİ,1,vakif
201410189,2025,BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ,1,vakif
201410189,2025,BARTIN ÜNİVERSİTESİ,1,vakif
201410189,2025,BURSA TEKNİK ÜNİVERSİTESİ,2,vakif
201410189,2025,BURSA ULUDAĞ ÜNİVERSİTESİ,2,vakif
201410189,2025,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,3,vakif
201410189,2025,DÜZCE ÜNİVERSİTESİ,2,vakif
201410189,2025,EGE ÜNİVERSİTESİ,1,vakif
201410189,2025,ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ,1,vakif
201410189,2025,ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,1,vakif
201410189,2025,ESKİŞEHİR TEKNİK ÜNİVERSİTESİ,2,vakif
201410189,2025,GAZİANTEP İSLAM BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,1,vakif
201410189,2025,GEBZE TEKNİK ÜNİVERSİTESİ,4,vakif
201410189,2025,HACETTEPE ÜNİVERSİTESİ,1,vakif
201410189,2025,ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,1,vakif
201410189,2025,İSTANBUL MEDENİYET ÜNİVERSİTESİ,6,vakif
201410189,2025,İSTANBUL TEKNİK ÜNİVERSİTESİ,1,vakif
201410189,2025,İSTANBUL ÜNİVERSİTESİ,1,vakif
201410189,2025,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,6,vakif
201410189,2025,KARABÜK ÜNİVERSİTESİ,3,vakif
201410189,2025,KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,2,vakif
201410189,2025,KIRKLARELİ ÜNİVERSİTESİ,3,vakif
201410189,2025,KOCAELİ ÜNİVERSİTESİ,4,vakif
201410189,2025,KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ,1,vakif
201410189,2025,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,3,vakif
201410189,2025,MARMARA ÜNİVERSİTESİ,13,vakif
201410189,2025,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,1,vakif
201410189,2025,NECMETTİN ERBAKAN ÜNİVERSİTESİ,1,vakif
201410189,2025,SAKARYA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,2,vakif
201410189,2025,SAKARYA ÜNİVERSİTESİ,4,vakif
201410189,2025,TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,1,vakif
201410189,2025,TRAKYA ÜNİVERSİTESİ,3,vakif
201410189,2025,UŞAK ÜNİVERSİTESİ,1,vakif
201410189,2025,YALOVA ÜNİVERSİTESİ,3,vakif
201410189,2025,YILDIZ TEKNİK ÜNİVERSİTESİ,1,vakif
201410171,2025,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,1,devlet
201410171,2025,ALTINBAŞ ÜNİVERSİTESİ,4,devlet
201410171,2025,BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ,2,devlet
201410171,2025,BİRUNİ ÜNİVERSİTESİ,5,devlet
201410171,2025,DOĞUŞ ÜNİVERSİTESİ,5,devlet
201410171,2025,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,12,devlet
201410171,2025,İSTANBUL ATLAS ÜNİVERSİTESİ,1,devlet
201410171,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,1,devlet
201410171,2025,İSTANBUL BEYKENT ÜNİVERSİTESİ,5,devlet
201410171,2025,İSTANBUL BİLGİ ÜNİVERSİTESİ,1,devlet
201410171,2025,İSTANBUL GALATA ÜNİVERSİTESİ,1,devlet
201410171,2025,İSTANBUL GELİŞİM ÜNİVERSİTESİ,3,devlet
201410171,2025,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,3,devlet
201410171,2025,İSTANBUL MEDİPOL ÜNİVERSİTESİ,3,devlet
201410171,2025,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,1,devlet
201410171,2025,İSTANBUL OKAN ÜNİVERSİTESİ,3,devlet
201410171,2025,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,5,devlet
201410171,2025,İSTANBUL TİCARET ÜNİVERSİTESİ,4,devlet
201410171,2025,İSTİNYE ÜNİVERSİTESİ,4,devlet
201410171,2025,KOÇ ÜNİVERSİTESİ,1,devlet
201410171,2025,MEF ÜNİVERSİTESİ,1,devlet
201410171,2025,PİRİ REİS ÜNİVERSİTESİ,2,devlet
201410171,2025,ÜSKÜDAR ÜNİVERSİTESİ,2,devlet
201410171,2025,ANKARA YILDIRIM BEYAZIT ÜNİVERSİTESİ,1,vakif
201410171,2025,BURSA TEKNİK ÜNİVERSİTESİ,5,vakif
201410171,2025,DOKUZ EYLÜL ÜNİVERSİTESİ,1,vakif
201410171,2025,DÜZCE ÜNİVERSİTESİ,1,vakif
201410171,2025,ERCİYES ÜNİVERSİTESİ,1,vakif
201410171,2025,ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ,1,vakif
201410171,2025,ESKİŞEHİR TEKNİK ÜNİVERSİTESİ,2,vakif
201410171,2025,GAZİANTEP ÜNİVERSİTESİ,1,vakif
201410171,2025,İSTANBUL MEDENİYET ÜNİVERSİTESİ,6,vakif
201410171,2025,İSTANBUL TEKNİK ÜNİVERSİTESİ,6,vakif
201410171,2025,İSTANBUL ÜNİVERSİTESİ,2,vakif
201410171,2025,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,7,vakif
201410171,2025,İZMİR KATİP ÇELEBİ ÜNİVERSİTESİ,1,vakif
201410171,2025,KIRIKKALE ÜNİVERSİTESİ,1,vakif
201410171,2025,KONYA TEKNİK ÜNİVERSİTESİ,1,vakif
201410171,2025,MARMARA ÜNİVERSİTESİ,11,vakif
201410171,2025,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,1,vakif
201410171,2025,ONDOKUZ MAYIS ÜNİVERSİTESİ,2,vakif
201410171,2025,SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,1,vakif
201410171,2025,SAKARYA ÜNİVERSİTESİ,1,vakif
201410171,2025,SAMSUN ÜNİVERSİTESİ,1,vakif
201410171,2025,SELÇUK ÜNİVERSİTESİ,1,vakif
201410171,2025,SİVAS BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ,1,vakif
201410171,2025,YILDIZ TEKNİK ÜNİVERSİTESİ,4,vakif
201490157,2025,ALTINBAŞ ÜNİVERSİTESİ,1,devlet
201490157,2025,BAHÇEŞEHİR ÜNİVERSİTESİ,1,devlet
201490157,2025,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,7,devlet
201490157,2025,HALİÇ ÜNİVERSİTESİ,3,devlet
201490157,2025,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,1,devlet
201490157,2025,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,1,devlet
201490157,2025,İSTANBUL TOPKAPI ÜNİVERSİTESİ,1,devlet
201490157,2025,ÖZYEĞİN ÜNİVERSİTESİ,1,devlet
201490157,2025,YEDİTEPE ÜNİVERSİTESİ,1,devlet
201490157,2025,İSTANBUL MEDENİYET ÜNİVERSİTESİ,1,vakif
201490157,2025,İSTANBUL TEKNİK ÜNİVERSİTESİ,2,vakif
201490157,2025,İSTANBUL ÜNİVERSİTESİ,12,vakif
201490157,2025,MARMARA ÜNİVERSİTESİ,7,vakif
201490157,2025,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,2,vakif
201410453,2025,ALTINBAŞ ÜNİVERSİTESİ,4,devlet
201410453,2025,BEYKOZ ÜNİVERSİTESİ,1,devlet
201410453,2025,BİRUNİ ÜNİVERSİTESİ,4,devlet
201410453,2025,DEMİROĞLU BİLİM ÜNİVERSİTESİ,1,devlet
201410453,2025,DOĞUŞ ÜNİVERSİTESİ,7,devlet
201410453,2025,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,34,devlet
201410453,2025,FENERBAHÇE ÜNİVERSİTESİ,4,devlet
201410453,2025,HALİÇ ÜNİVERSİTESİ,6,devlet
201410453,2025,İSTANBUL 29 MAYIS ÜNİVERSİTESİ,11,devlet
201410453,2025,İSTANBUL AREL ÜNİVERSİTESİ,7,devlet
201410453,2025,İSTANBUL ATLAS ÜNİVERSİTESİ,7,devlet
201410453,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,6,devlet
201410453,2025,İSTANBUL BEYKENT ÜNİVERSİTESİ,2,devlet
201410453,2025,İSTANBUL BİLGİ ÜNİVERSİTESİ,1,devlet
201410453,2025,İSTANBUL ESENYURT ÜNİVERSİTESİ,4,devlet
201410453,2025,İSTANBUL GALATA ÜNİVERSİTESİ,2,devlet
201410453,2025,İSTANBUL GELİŞİM ÜNİVERSİTESİ,4,devlet
201410453,2025,İSTANBUL KENT ÜNİVERSİTESİ,4,devlet
201410453,2025,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,4,devlet
201410453,2025,İSTANBUL MEDİPOL ÜNİVERSİTESİ,8,devlet
201410453,2025,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,12,devlet
201410453,2025,İSTANBUL OKAN ÜNİVERSİTESİ,4,devlet
201410453,2025,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,3,devlet
201410453,2025,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,3,devlet
201410453,2025,İSTANBUL TOPKAPI ÜNİVERSİTESİ,10,devlet
201410453,2025,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,2,devlet
201410453,2025,KADİR HAS ÜNİVERSİTESİ,1,devlet
201410453,2025,MALTEPE ÜNİVERSİTESİ,6,devlet
201410453,2025,ÖZYEĞİN ÜNİVERSİTESİ,2,devlet
201410453,2025,ÜSKÜDAR ÜNİVERSİTESİ,3,devlet
201410453,2025,YEDİTEPE ÜNİVERSİTESİ,3,devlet
201410453,2025,ANADOLU ÜNİVERSİTESİ,2,vakif
201410453,2025,ATATÜRK ÜNİVERSİTESİ,3,vakif
201410453,2025,BOĞAZİÇİ ÜNİVERSİTESİ,1,vakif
201410453,2025,BURSA ULUDAĞ ÜNİVERSİTESİ,4,vakif
201410453,2025,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,3,vakif
201410453,2025,EGE ÜNİVERSİTESİ,1,vakif
201410453,2025,GALATASARAY ÜNİVERSİTESİ,1,vakif
201410453,2025,HARRAN ÜNİVERSİTESİ,1,vakif
201410453,2025,İSTANBUL MEDENİYET ÜNİVERSİTESİ,25,vakif
201410453,2025,İSTANBUL ÜNİVERSİTESİ,90,vakif
201410453,2025,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,12,vakif
201410453,2025,KOCAELİ ÜNİVERSİTESİ,6,vakif
201410453,2025,MARMARA ÜNİVERSİTESİ,35,vakif
201410453,2025,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,9,vakif
201410453,2025,SAĞLIK BİLİMLERİ ÜNİVERSİTESİ,3,vakif
201410453,2025,SAKARYA ÜNİVERSİTESİ,6,vakif
201410453,2025,TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,1,vakif
201410453,2025,TRAKYA ÜNİVERSİTESİ,1,vakif
201410453,2025,YILDIZ TEKNİK ÜNİVERSİTESİ,3,vakif
201410665,2025,AMASYA ÜNİVERSİTESİ,1,devlet
201410665,2025,ANKARA ÜNİVERSİTESİ,1,devlet
201410665,2025,ATATÜRK ÜNİVERSİTESİ,3,devlet
201410665,2025,BALIKESİR ÜNİVERSİTESİ,2,devlet
201410665,2025,BANDIRMA ONYEDİ EYLÜL ÜNİVERSİTESİ,1,devlet
201410665,2025,BARTIN ÜNİVERSİTESİ,1,devlet
201410665,2025,BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ,1,devlet
201410665,2025,BURSA ULUDAĞ ÜNİVERSİTESİ,2,devlet
201410665,2025,ÇANKIRI KARATEKİN ÜNİVERSİTESİ,1,devlet
201410665,2025,DÜZCE ÜNİVERSİTESİ,4,devlet
201410665,2025,ERCİYES ÜNİVERSİTESİ,1,devlet
201410665,2025,ERZİNCAN BİNALİ YILDIRIM ÜNİVERSİTESİ,1,devlet
201410665,2025,ERZURUM TEKNİK ÜNİVERSİTESİ,1,devlet
201410665,2025,ESKİŞEHİR TEKNİK ÜNİVERSİTESİ,1,devlet
201410665,2025,GEBZE TEKNİK ÜNİVERSİTESİ,5,devlet
201410665,2025,GİRESUN ÜNİVERSİTESİ,1,devlet
201410665,2025,HARRAN ÜNİVERSİTESİ,1,devlet
201410665,2025,ISPARTA UYGULAMALI BİLİMLER ÜNİVERSİTESİ,1,devlet
201410665,2025,İNÖNÜ ÜNİVERSİTESİ,1,devlet
201410665,2025,İSTANBUL MEDENİYET ÜNİVERSİTESİ,1,devlet
201410665,2025,İSTANBUL TEKNİK ÜNİVERSİTESİ,5,devlet
201410665,2025,İSTANBUL ÜNİVERSİTESİ,1,devlet
201410665,2025,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,8,devlet
201410665,2025,KARABÜK ÜNİVERSİTESİ,2,devlet
201410665,2025,KASTAMONU ÜNİVERSİTESİ,1,devlet
201410665,2025,KIRKLARELİ ÜNİVERSİTESİ,2,devlet
201410665,2025,KOCAELİ ÜNİVERSİTESİ,6,devlet
201410665,2025,KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ,1,devlet
201410665,2025,MANİSA CELÂL BAYAR ÜNİVERSİTESİ,2,devlet
201410665,2025,MARMARA ÜNİVERSİTESİ,9,devlet
201410665,2025,NECMETTİN ERBAKAN ÜNİVERSİTESİ,2,devlet
201410665,2025,NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ,1,devlet
201410665,2025,ONDOKUZ MAYIS ÜNİVERSİTESİ,1,devlet
201410665,2025,PAMUKKALE ÜNİVERSİTESİ,3,devlet
201410665,2025,SAKARYA ÜNİVERSİTESİ,1,devlet
201410665,2025,SELÇUK ÜNİVERSİTESİ,1,devlet
201410665,2025,SİVAS CUMHURİYET ÜNİVERSİTESİ,1,devlet
201410665,2025,SÜLEYMAN DEMİREL ÜNİVERSİTESİ,1,devlet
201410665,2025,TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ,2,devlet
201410665,2025,TOKAT GAZİOSMANPAŞA ÜNİVERSİTESİ,1,devlet
201410665,2025,TRAKYA ÜNİVERSİTESİ,2,devlet
201410665,2025,YALOVA ÜNİVERSİTESİ,1,devlet
201410665,2025,ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ,3,devlet
201410665,2025,BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ,1,vakif
201410665,2025,BİRUNİ ÜNİVERSİTESİ,8,vakif
201410665,2025,DOĞUŞ ÜNİVERSİTESİ,3,vakif
201410665,2025,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,24,vakif
201410665,2025,HALİÇ ÜNİVERSİTESİ,1,vakif
201410665,2025,İSTANBUL AREL ÜNİVERSİTESİ,1,vakif
201410665,2025,İSTANBUL ATLAS ÜNİVERSİTESİ,1,vakif
201410665,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,2,vakif
201410665,2025,İSTANBUL BEYKENT ÜNİVERSİTESİ,2,vakif
201410665,2025,İSTANBUL BİLGİ ÜNİVERSİTESİ,2,vakif
201410665,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,1,vakif
201410665,2025,İSTANBUL GELİŞİM ÜNİVERSİTESİ,4,vakif
201410665,2025,İSTANBUL KENT ÜNİVERSİTESİ,2,vakif
201410665,2025,İSTANBUL MEDİPOL ÜNİVERSİTESİ,2,vakif
201410665,2025,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,2,vakif
201410665,2025,İSTANBUL OKAN ÜNİVERSİTESİ,1,vakif
201410665,2025,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,9,vakif
201410665,2025,İSTANBUL SAĞLIK VE TEKNOLOJİ ÜNİVERSİTESİ,2,vakif
201410665,2025,İSTANBUL TİCARET ÜNİVERSİTESİ,3,vakif
201410665,2025,İSTANBUL TOPKAPI ÜNİVERSİTESİ,5,vakif
201410665,2025,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,2,vakif
201410665,2025,İSTİNYE ÜNİVERSİTESİ,1,vakif
201410665,2025,PİRİ REİS ÜNİVERSİTESİ,2,vakif
201410665,2025,ÜSKÜDAR ÜNİVERSİTESİ,2,vakif
201410656,2025,BAHÇEŞEHİR ÜNİVERSİTESİ,1,devlet
201410656,2025,BİRUNİ ÜNİVERSİTESİ,2,devlet
201410656,2025,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,9,devlet
201410656,2025,HALİÇ ÜNİVERSİTESİ,2,devlet
201410656,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,4,devlet
201410656,2025,İSTANBUL BEYKENT ÜNİVERSİTESİ,1,devlet
201410656,2025,İSTANBUL BİLGİ ÜNİVERSİTESİ,1,devlet
201410656,2025,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,3,devlet
201410656,2025,İSTANBUL TİCARET ÜNİVERSİTESİ,3,devlet
201410656,2025,İSTANBUL TOPKAPI ÜNİVERSİTESİ,2,devlet
201410656,2025,İSTİNYE ÜNİVERSİTESİ,3,devlet
201410656,2025,MALTEPE ÜNİVERSİTESİ,1,devlet
201410656,2025,PİRİ REİS ÜNİVERSİTESİ,3,devlet
201410656,2025,BOĞAZİÇİ ÜNİVERSİTESİ,1,vakif
201410656,2025,BURSA TEKNİK ÜNİVERSİTESİ,1,vakif
201410656,2025,BURSA ULUDAĞ ÜNİVERSİTESİ,1,vakif
201410656,2025,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,1,vakif
201410656,2025,GEBZE TEKNİK ÜNİVERSİTESİ,2,vakif
201410656,2025,İSTANBUL MEDENİYET ÜNİVERSİTESİ,5,vakif
201410656,2025,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,3,vakif
201410656,2025,KOCAELİ ÜNİVERSİTESİ,3,vakif
201410656,2025,MARMARA ÜNİVERSİTESİ,5,vakif
201410656,2025,SAKARYA ÜNİVERSİTESİ,1,vakif
201410656,2025,YILDIZ TEKNİK ÜNİVERSİTESİ,2,vakif
201490290,2025,ACIBADEM MEHMET ALİ AYDINLAR ÜNİVERSİTESİ,3,devlet
201490290,2025,ALTINBAŞ ÜNİVERSİTESİ,2,devlet
201490290,2025,ATILIM ÜNİVERSİTESİ,2,devlet
201490290,2025,BEYKOZ ÜNİVERSİTESİ,4,devlet
201490290,2025,BEZM-İ ÂLEM VAKIF ÜNİVERSİTESİ,3,devlet
201490290,2025,BİRUNİ ÜNİVERSİTESİ,6,devlet
201490290,2025,DEMİROĞLU BİLİM ÜNİVERSİTESİ,1,devlet
201490290,2025,DOĞUŞ ÜNİVERSİTESİ,4,devlet
201490290,2025,FATİH SULTAN MEHMET VAKIF ÜNİVERSİTESİ,38,devlet
201490290,2025,FENERBAHÇE ÜNİVERSİTESİ,2,devlet
201490290,2025,HALİÇ ÜNİVERSİTESİ,2,devlet
201490290,2025,İSTANBUL AREL ÜNİVERSİTESİ,8,devlet
201490290,2025,İSTANBUL ATLAS ÜNİVERSİTESİ,2,devlet
201490290,2025,İSTANBUL AYDIN ÜNİVERSİTESİ,3,devlet
201490290,2025,İSTANBUL BEYKENT ÜNİVERSİTESİ,2,devlet
201490290,2025,İSTANBUL BİLGİ ÜNİVERSİTESİ,2,devlet
201490290,2025,İSTANBUL GALATA ÜNİVERSİTESİ,2,devlet
201490290,2025,İSTANBUL GEDİK ÜNİVERSİTESİ,4,devlet
201490290,2025,İSTANBUL GELİŞİM ÜNİVERSİTESİ,6,devlet
201490290,2025,İSTANBUL KÜLTÜR ÜNİVERSİTESİ,4,devlet
201490290,2025,İSTANBUL MEDİPOL ÜNİVERSİTESİ,5,devlet
201490290,2025,İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ,3,devlet
201490290,2025,İSTANBUL OKAN ÜNİVERSİTESİ,8,devlet
201490290,2025,İSTANBUL RUMELİ ÜNİVERSİTESİ,4,devlet
201490290,2025,İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ,4,devlet
201490290,2025,İSTANBUL TİCARET ÜNİVERSİTESİ,3,devlet
201490290,2025,İSTANBUL TOPKAPI ÜNİVERSİTESİ,11,devlet
201490290,2025,İSTANBUL YENİ YÜZYIL ÜNİVERSİTESİ,4,devlet
201490290,2025,İSTİNYE ÜNİVERSİTESİ,4,devlet
201490290,2025,KADİR HAS ÜNİVERSİTESİ,1,devlet
201490290,2025,ÜSKÜDAR ÜNİVERSİTESİ,7,devlet
201490290,2025,AMASYA ÜNİVERSİTESİ,1,vakif
201490290,2025,ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ,1,vakif
201490290,2025,ATATÜRK ÜNİVERSİTESİ,3,vakif
201490290,2025,BOĞAZİÇİ ÜNİVERSİTESİ,1,vakif
201490290,2025,BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ,1,vakif
201490290,2025,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,3,vakif
201490290,2025,DÜZCE ÜNİVERSİTESİ,1,vakif
201490290,2025,ERCİYES ÜNİVERSİTESİ,2,vakif
201490290,2025,GEBZE TEKNİK ÜNİVERSİTESİ,1,vakif
201490290,2025,İSTANBUL ÜNİVERSİTESİ,5,vakif
201490290,2025,İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA,1,vakif
201490290,2025,KIRKLARELİ ÜNİVERSİTESİ,1,vakif
201490290,2025,KOCAELİ ÜNİVERSİTESİ,1,vakif
201490290,2025,MARMARA ÜNİVERSİTESİ,2,vakif
201490290,2025,MİMAR SİNAN GÜZEL SANATLAR ÜNİVERSİTESİ,1,vakif
201490290,2025,NECMETTİN ERBAKAN ÜNİVERSİTESİ,1,vakif
201490290,2025,ONDOKUZ MAYIS ÜNİVERSİTESİ,2,vakif
